player_id,season_name,competition_id,competition_name,team_id,team_name,nb_in_group,nb_on_pitch,goals,assists,own_goals,subed_in,subed_out,yellow_cards,second_yellow_cards,direct_red_cards,penalty_goals,minutes_played,goals_conceded,clean_sheets,main_position
162027,21/22,ES1,LaLiga,2687,Cádiz CF,38,0,0.0,0,0,0,0,0,0,0,0,,0,0,Goalkeeper
163048,25/26,IT1,Serie A,416,Torino FC,2,0,0.0,0,0,0,0,0,0,0,0,,0,0,Goalkeeper
163048,24/25,IT1,Serie A,416,Torino FC,38,1,,0,0,0,0,0,0,0,0,90.0,3,0,Goalkeeper
163568,23/24,FR1,Ligue 1,1158,FC Lorient,25,0,0.0,0,0,0,0,0,0,0,0,,0,0,Goalkeeper
163568,21/22,FR1,Ligue 1,273,Stade Rennais FC,26,25,,0,0,0,0,1,0,0,0,2250.0,25,10,Goalkeeper
163652,21/22,IT1,Serie A,749,FC Empoli,23,0,0.0,0,0,0,0,0,0,0,0,,0,0,Goalkeeper
164904,25/26,FR1,Ligue 1,738,Le Havre AC,3,3,,0,0,0,0,0,0,0,0,270.0,6,0,Goalkeeper
164904,23/24,FR1,Ligue 1,3524,Clermont Foot 63,30,30,,0,0,0,0,3,0,0,0,2700.0,54,5,Goalkeeper
164904,22/23,FR1,Ligue 1,3524,Clermont Foot 63,37,37,,0,0,0,0,0,0,0,0,3330.0,47,10,Goalkeeper
164915,25/26,FR1,Ligue 1,738,Le Havre AC,3,0,0.0,0,0,0,0,0,0,0,0,,0,0,Goalkeeper
165467,25/26,ES1,LaLiga,1049,Valencia CF,2,0,0.0,0,0,0,0,0,0,0,0,,0,0,Goalkeeper
165467,24/25,ES1,LaLiga,1049,Valencia CF,38,4,,0,0,0,0,1,0,0,0,360.0,6,0,Goalkeeper
165467,23/24,ES1,LaLiga,367,Rayo Vallecano,38,37,,0,0,0,0,1,0,0,0,3330.0,47,13,Goalkeeper
165467,22/23,ES1,LaLiga,367,Rayo Vallecano,38,37,,0,0,0,1,4,0,0,0,3325.0,49,9,Goalkeeper
165467,21/22,ES1,LaLiga,367,Rayo Vallecano,37,31,,0,0,1,0,0,0,0,0,2771.0,37,9,Goalkeeper
16633,22/23,IT1,Serie A,46,Inter Milan,35,1,,0,0,1,0,0,0,0,0,25.0,0,1,Goalkeeper
16633,21/22,IT1,Serie A,46,Inter Milan,29,0,0.0,0,0,0,0,0,0,0,0,,0,0,Goalkeeper
167685,22/23,IT1,Serie A,380,US Salernitana 1919,9,0,0.0,0,0,0,0,0,0,0,0,,0,0,Goalkeeper
16911,22/23,FR1,Ligue 1,417,OGC Nice,38,36,,0,0,0,0,0,0,0,0,3240.0,35,11,Goalkeeper
16911,21/22,GB1,Premier League,1003,Leicester City,38,37,,0,0,0,0,1,0,0,0,3330.0,58,7,Goalkeeper
169271,22/23,A1,Bundesliga,3551,SCR Altach,32,23,,0,0,0,0,0,0,0,0,2070.0,38,4,Goalkeeper
169271,21/22,A1,Bundesliga,3551,SCR Altach,30,30,,0,0,0,1,0,0,0,0,2696.0,48,6,Goalkeeper
170517,21/22,L1,Bundesliga,65,SpVgg Greuther Fürth,18,8,,0,0,0,0,0,0,0,0,720.0,30,0,Goalkeeper
170911,25/26,FR1,Ligue 1,290,AJ Auxerre,2,2,,0,0,0,0,0,0,0,0,135.0,2,1,Goalkeeper
170911,24/25,FR1,Ligue 1,290,AJ Auxerre,32,32,,0,0,0,0,4,0,0,0,2880.0,48,9,Goalkeeper
170911,22/23,FR1,Ligue 1,290,AJ Auxerre,36,2,,0,0,0,0,0,0,0,0,180.0,2,0,Goalkeeper
172015,24/25,ES1,LaLiga,714,RCD Espanyol Barcelona,30,0,0.0,0,0,0,0,0,0,0,0,,0,0,Goalkeeper
172015,22/23,ES1,LaLiga,714,RCD Espanyol Barcelona,19,16,,0,0,0,0,0,0,0,0,1440.0,33,3,Goalkeeper
172015,22/23,ES1,LaLiga,3302,UD Almería,11,1,,0,0,0,0,0,0,0,0,90.0,2,0,Goalkeeper
172015,21/22,ES1,LaLiga,1108,Deportivo Alavés,35,34,,0,0,0,1,1,0,0,0,3054.0,60,6,Goalkeeper
17259,25/26,L1,Bundesliga,27,Bayern Munich,2,2,,0,0,0,0,0,0,0,0,180.0,2,1,Goalkeeper
17259,24/25,L1,Bundesliga,27,Bayern Munich,23,22,,0,0,0,0,0,0,0,0,1980.0,15,13,Goalkeeper
17259,23/24,L1,Bundesliga,27,Bayern Munich,23,23,,0,0,0,1,1,0,0,0,2054.0,33,7,Goalkeeper
17259,22/23,L1,Bundesliga,27,Bayern Munich,12,12,,0,0,0,0,0,0,0,0,1080.0,11,4,Goalkeeper
17259,21/22,L1,Bundesliga,27,Bayern Munich,29,28,,0,0,0,1,0,0,0,0,2511.0,26,10,Goalkeeper
179658,21/22,MAL1,Premier League,10262,Birkirkara FC,1,1,,0,0,0,1,1,0,0,0,45.0,2,0,Goalkeeper
17965,22/23,GB1,Premier League,148,Tottenham Hotspur,26,25,,1,0,0,1,0,0,0,0,2205.0,39,7,Goalkeeper
